step,rg2,perim,cycles,asph,movfrac
2000,4368.447266,3602,211,0.373983,0.2969
4000,4424.825835,3611,211,0.357496,0.3438
6000,5427.921647,3622,213,0.308233,0.3516
8000,6534.439505,3625,215,0.646378,0.2891
10000,6497.095048,3628,230,0.606484,0.3047
12000,11167.925356,3606,238,0.862597,0.3281
14000,5940.376142,3591,234,0.188193,0.2969
16000,5929.708868,3618,219,0.195776,0.2500
18000,7738.920874,3659,201,0.475604,0.2109
20000,7737.469199,3642,206,0.468188,0.2891
22000,7728.689366,3636,223,0.470539,0.2656
24000,4270.121641,3633,225,0.092691,0.2812
26000,11919.598686,3623,225,0.859148,0.2578
28000,11950.429258,3591,234,0.858138,0.2734
30000,12749.206142,3595,227,0.877266,0.3047
32000,10092.790858,3589,228,0.755171,0.2734
34000,6131.479556,3581,232,0.571079,0.2656
36000,7323.221331,3575,237,0.575248,0.3516
38000,6831.066792,3602,217,0.357755,0.2734
40000,3529.903117,3597,225,0.012572,0.2969
42000,8113.628132,3575,232,0.742091,0.3203
44000,7474.243992,3602,222,0.731341,0.2812
46000,7493.256931,3575,238,0.734773,0.3125
48000,7585.888870,3627,195,0.730880,0.2656
50000,7868.912536,3586,201,0.699781,0.3438
52000,7986.931104,3562,208,0.692740,0.3281
54000,5961.991757,3530,242,0.180296,0.2891
56000,6170.646579,3549,213,0.230999,0.3047
58000,6105.326356,3551,216,0.233648,0.3438
60000,7795.155381,3555,231,0.601346,0.3516
62000,7741.526410,3574,212,0.602288,0.2422
64000,8444.731904,3561,227,0.508670,0.3047
66000,6979.927938,3561,216,0.315514,0.3438
68000,8529.427914,3578,208,0.614305,0.3516
70000,8488.379861,3587,205,0.616966,0.2969
72000,8366.864250,3582,210,0.690800,0.2422
74000,8372.646463,3585,226,0.689260,0.2734
76000,8637.658962,3565,236,0.840810,0.2500
78000,8659.325154,3581,231,0.839183,0.3281
80000,8715.244510,3596,219,0.838517,0.3203
82000,7632.644405,3583,233,0.507596,0.2656
84000,8192.027079,3576,230,0.690901,0.2656
86000,6977.346945,3577,232,0.447406,0.3047
88000,7026.124181,3615,227,0.724497,0.2812
90000,6997.699619,3611,215,0.724207,0.2734
92000,7145.255448,3606,206,0.717740,0.2969
94000,7463.798821,3617,204,0.743247,0.3047
96000,7450.131457,3607,201,0.745992,0.3359
98000,6633.039217,3615,208,0.727607,0.2578
100000,6802.053896,3632,175,0.699018,0.2656
102000,4558.982979,3633,193,0.312371,0.2578
104000,6300.134324,3666,183,0.717671,0.3281
106000,6015.077728,3663,180,0.710018,0.3047
108000,5997.725447,3652,195,0.711793,0.3047
110000,6099.666227,3662,193,0.750718,0.2266
112000,5911.882303,3657,219,0.679371,0.2734
114000,4858.888182,3692,205,0.546902,0.2578
116000,4750.130458,3644,218,0.537256,0.2188
118000,4801.269544,3664,194,0.541555,0.3828
120000,4815.038429,3663,190,0.546304,0.2969
122000,4792.107618,3656,201,0.533922,0.3125
124000,4620.926218,3659,209,0.413915,0.3125
126000,4572.709259,3656,199,0.269965,0.2656
128000,3951.840195,3663,199,0.189705,0.2734
130000,3998.588587,3664,196,0.168433,0.3281
132000,4007.034377,3650,198,0.175442,0.3359
134000,3980.987046,3656,195,0.191404,0.2578
136000,4509.143177,3662,204,0.292191,0.3750
138000,5170.011193,3654,204,0.403297,0.2266
140000,5176.709806,3664,187,0.416889,0.2891
142000,5210.075944,3679,191,0.419969,0.2734
144000,5054.130257,3664,193,0.382975,0.2891
146000,5093.141712,3649,186,0.386962,0.1953
148000,4118.511647,3647,183,0.210358,0.2969
150000,4241.184895,3633,179,0.226833,0.2578
152000,4248.476778,3650,194,0.227699,0.3203
154000,4378.838938,3653,182,0.186153,0.1875
156000,4395.535083,3653,187,0.480148,0.2734
158000,4464.849716,3635,195,0.488452,0.2891
160000,4448.529364,3605,214,0.484775,0.3438
162000,3302.181078,3594,227,0.163897,0.3125
164000,4412.677970,3585,231,0.469434,0.3438
166000,4450.249789,3591,219,0.492318,0.2812
168000,3451.214846,3603,205,0.214381,0.3203
170000,3238.322824,3598,211,0.095235,0.3281
172000,5332.767267,3593,224,0.574888,0.2812
174000,5207.355273,3576,237,0.527848,0.3516
176000,5119.392629,3573,225,0.501290,0.2188
178000,5159.520073,3592,223,0.379399,0.3047
180000,5130.073973,3569,240,0.394724,0.3203
182000,5158.677685,3587,220,0.445769,0.2734
184000,5228.505948,3629,214,0.443184,0.2500
186000,5206.521408,3606,225,0.438316,0.3750
188000,4954.106042,3595,237,0.368917,0.3203
190000,4858.702719,3592,230,0.360951,0.3672
192000,4839.633632,3601,224,0.353849,0.2422
194000,3048.133913,3590,225,0.061894,0.2500
196000,3017.932095,3595,236,0.033919,0.3516
198000,3013.305198,3613,203,0.031939,0.3203
200000,2986.131405,3606,216,0.029316,0.3281
202000,2935.129679,3571,229,0.026392,0.3594
204000,3001.059946,3574,219,0.000269,0.2500
206000,3021.489008,3572,231,0.001167,0.3281
208000,2920.181337,3609,229,0.021794,0.2422
210000,3282.505506,3631,214,0.045241,0.2344
212000,3196.550205,3640,213,0.068498,0.2969
214000,3158.946709,3642,218,0.060098,0.3203
216000,3213.203940,3638,212,0.034051,0.2812
218000,3251.459400,3643,205,0.016595,0.3281
220000,3226.605570,3676,201,0.018654,0.3750
222000,2851.481173,3639,218,0.120910,0.2656
224000,3242.635186,3641,199,0.086882,0.3047
226000,3723.939714,3602,220,0.011867,0.2969
228000,3521.811179,3599,218,0.024316,0.2812
230000,3582.627973,3591,234,0.014670,0.3906
232000,3152.422862,3598,220,0.113241,0.3047
234000,3168.569603,3605,198,0.097369,0.2734
236000,3239.404261,3582,223,0.118242,0.3516
238000,3222.685379,3626,228,0.124061,0.2812
