step,rg2,perim,cycles,asph
50000,393022.215680,119629,7273,0.298667
100000,392194.289082,119600,7334,0.298520
150000,394735.445571,119566,7218,0.302036
200000,394861.763763,119600,7210,0.301237
250000,397619.583433,119789,7220,0.309038
300000,397084.628197,119707,7310,0.309314
350000,397165.618630,119775,7348,0.309790
400000,398946.775008,119695,7296,0.311143
450000,399002.450061,119847,7278,0.312127
500000,400837.571268,119623,7383,0.313069
550000,385460.276084,119661,7278,0.204405
600000,385154.938975,119859,7148,0.201125
650000,386093.732421,119839,7258,0.202183
700000,385873.432455,119812,7261,0.203811
750000,384846.537012,119953,7144,0.203322
800000,540249.247881,119564,7203,0.520412
850000,540467.347151,119475,7371,0.517822
900000,541029.391691,119579,7307,0.518119
950000,541998.457686,119710,7215,0.519757
1000000,541968.410424,119706,7143,0.520788
1050000,540777.091137,119644,7180,0.520447
1100000,540472.140482,119657,7230,0.518886
1150000,541445.045875,119703,7198,0.521064
1200000,542517.492691,119584,7269,0.523689
1250000,540798.675819,119612,7240,0.521673
1300000,663028.073054,119737,7146,0.674666
1350000,664935.049684,119767,7111,0.677693
1400000,664448.911915,119623,7138,0.677728
1450000,660740.974824,119475,7231,0.683833
1500000,663106.354591,119681,7169,0.683521
1550000,665325.348581,119370,7418,0.682988
1600000,662321.700236,119464,7347,0.681965
1650000,701724.317689,119220,7435,0.703959
1700000,700887.062978,119293,7425,0.704014
1750000,597790.085365,119415,7378,0.489777
1800000,597862.922680,119334,7314,0.488287
1850000,598219.564358,119280,7310,0.487845
1900000,597111.891778,119359,7271,0.484895
1950000,606040.236652,119297,7359,0.491621
2000000,605155.230743,119321,7347,0.490312
2050000,603069.189148,119311,7544,0.488765
2100000,603877.018091,119416,7370,0.489331
2150000,606318.345764,119192,7420,0.491720
2200000,603926.254583,119384,7413,0.501348
2250000,589152.328380,119122,7495,0.492369
2300000,590137.200223,119032,7510,0.492269
2350000,589818.870878,119070,7401,0.494075
2400000,589784.561017,119122,7296,0.492667
2450000,589805.725911,119123,7351,0.494452
2500000,586646.871990,119091,7373,0.502508
2550000,585871.737804,119194,7294,0.502098
2600000,586460.402451,119207,7300,0.501420
2650000,567447.598031,119056,7449,0.486977
2700000,565628.361608,119012,7509,0.481271
2750000,566247.895041,119053,7491,0.482990
