step,rg2,perim,cycles,asph
50000,502226.458155,119362,7307,0.370198
100000,503114.189157,119211,7381,0.370766
150000,503208.324104,119389,7345,0.370545
200000,502801.453474,119407,7379,0.369611
250000,502823.449033,119501,7325,0.368259
300000,502889.164883,119433,7326,0.369677
350000,499885.357293,119285,7330,0.366235
400000,499590.743654,119342,7333,0.365778
450000,501674.987141,119598,7256,0.368239
500000,499795.536039,119825,7188,0.366870
550000,502394.147464,119779,7203,0.376795
600000,503894.321633,119658,7322,0.377320
650000,497225.803066,119523,7244,0.357131
700000,497953.064529,119567,7321,0.355630
750000,506671.567272,119533,7362,0.369104
800000,504858.558312,119558,7230,0.371553
850000,507446.274703,119632,7220,0.372735
900000,507453.890309,119597,7306,0.373129
950000,506996.907354,119509,7327,0.371885
1000000,505202.002067,119689,7187,0.370377
1050000,504743.826572,119612,7324,0.370806
1100000,503721.588225,119571,7301,0.370373
1150000,502617.397098,119648,7314,0.369218
1200000,502802.131224,119564,7289,0.370294
1250000,500098.800362,119681,7230,0.368033
1300000,499260.882917,119869,7085,0.366750
1350000,503169.574837,119903,7079,0.364433
1400000,505530.673701,119712,7258,0.372797
1450000,505106.355689,119703,7145,0.366508
1500000,505636.361609,119343,7315,0.364915
1550000,505176.604360,119446,7335,0.363125
1600000,507535.049870,119325,7435,0.356074
1650000,531632.765111,119209,7476,0.390303
1700000,531452.144147,119306,7386,0.391018
1750000,532481.404046,119528,7303,0.391724
1800000,531038.035445,119343,7347,0.387229
1850000,531517.466025,119410,7286,0.387371
1900000,530355.383867,119273,7364,0.386160
1950000,529405.375066,119546,7135,0.385403
2000000,533024.311042,119479,7246,0.390845
2050000,550460.445873,119370,7455,0.397879
2100000,550777.890817,119389,7208,0.395206
2150000,550729.428203,119391,7331,0.392260
2200000,549500.480895,119266,7299,0.391611
2250000,548500.434243,119392,7277,0.394637
2300000,548450.836048,119537,7197,0.393659
2350000,549304.445522,119597,7196,0.394663
2400000,548942.965154,119529,7257,0.395775
2450000,549695.248333,119436,7209,0.396853
2500000,549663.440234,119499,7130,0.396464
2550000,549977.580770,119536,7277,0.398784
2600000,551989.108099,119442,7320,0.399445
2650000,552177.308141,119528,7194,0.399930
2700000,550736.726371,119643,7295,0.400227
2750000,550015.469840,119749,7166,0.403590
2800000,541649.504112,119626,7226,0.424890
2850000,542256.057539,119585,7259,0.426603
2900000,540962.477421,119648,7222,0.425320
2950000,540326.980982,119761,7275,0.424350
3000000,543096.089224,119649,7349,0.425745
3050000,542638.319606,119575,7220,0.424790
3100000,544961.893277,119658,7152,0.426365
3150000,544679.271220,119633,7192,0.426159
3200000,589115.634219,119630,7268,0.437079
3250000,589667.998689,119915,7153,0.438448
3300000,559718.572036,119824,7218,0.451469
3350000,559534.634143,119782,7275,0.451348
3400000,559958.972885,119637,7255,0.451065
3450000,562524.249311,119732,7359,0.452163
3500000,561762.305462,119650,7310,0.451097
3550000,562508.241318,119685,7136,0.451225
3600000,561801.052735,119553,7279,0.450497
3650000,561009.646734,119410,7388,0.446711
3700000,558061.844396,119420,7263,0.445542
3750000,557652.816604,119474,7301,0.444986
3800000,556552.421075,119378,7362,0.445847
3850000,556307.772366,119408,7405,0.445048
3900000,557034.387634,119477,7247,0.446139
3950000,556713.168258,119156,7457,0.447097
4000000,529403.755191,119234,7410,0.338949
4050000,537876.462769,119405,7324,0.347243
4100000,543478.553262,119375,7303,0.340200
4150000,543129.309591,119408,7307,0.337984
4200000,543338.997667,119457,7301,0.337546
4250000,542152.861500,119677,7111,0.338119
4300000,542156.849719,119470,7275,0.336137
4350000,541164.768414,119540,7328,0.335916
4400000,540242.960585,119483,7226,0.334115
4450000,539524.904084,119377,7232,0.333810
4500000,535574.804114,119278,7254,0.327081
4550000,536165.940994,119198,7319,0.328073
4600000,536034.193448,119353,7276,0.328562
4650000,537411.749962,119461,7226,0.328264
4700000,537142.523981,119501,7198,0.328780
4750000,537111.913612,119371,7322,0.329700
4800000,537237.139726,119323,7292,0.328720
4850000,538986.322991,119295,7317,0.330786
