step,rg2,perim,cycles,asph
100000,1473480.389232,321223,167131,0.218559
200000,1576963.695999,334371,137100,0.054318
300000,1575060.782600,345814,116607,0.055455
400000,1385616.310539,355589,101797,0.042943
500000,1368478.100971,364088,90607,0.029492
600000,1286936.705709,371445,82159,0.005596
700000,1292784.024672,377766,75479,0.005076
800000,1078956.209169,383561,69847,0.008359
900000,1239642.919354,388616,65360,0.056760
1000000,1355659.344288,392811,61956,0.054221
1100000,1200717.449375,396730,58974,0.070575
1200000,1422971.921795,400487,56478,0.054710
1300000,1419578.277468,403571,54414,0.054355
1400000,1419892.480475,406641,52532,0.054215
1500000,1446399.919037,409290,50777,0.009076
1600000,1445627.322601,411864,49282,0.008414
1700000,1445521.088026,414295,47779,0.009869
1800000,1280247.435875,416549,46468,0.017701
1900000,1282212.857035,418707,45459,0.017533
2000000,1280922.273361,420334,44635,0.016621
2100000,1281173.637937,422068,43873,0.015448
2200000,1275047.623559,423973,43124,0.018375
2300000,1442863.038468,425214,42530,0.024871
2400000,1481693.000877,426654,42160,0.038522
2500000,1356525.855897,427902,41647,0.020258
2600000,1231904.013700,429179,41254,0.015725
2700000,1273369.383387,430261,40822,0.032613
2800000,1384205.893249,431625,40296,0.015944
2900000,1399749.630324,432873,39813,0.002586
3000000,1400181.553788,433918,39290,0.002550
3100000,1374548.895137,435090,38792,0.032245
3200000,1388187.020588,435789,38389,0.027842
3300000,1412693.052378,436728,38208,0.031827
3400000,1420926.972733,437522,38021,0.011658
3500000,1442253.168226,438546,37757,0.014555
3600000,1446122.909490,439288,37521,0.015370
3700000,1461498.815612,440189,37145,0.012871
3800000,1365902.058417,440907,36954,0.012144
3900000,1320616.314323,441510,36746,0.056990
4000000,1317067.481239,442227,36503,0.028411
4100000,1272947.583226,442866,36344,0.062232
4200000,1227374.628030,443406,36246,0.202397
4300000,1244622.353555,443909,36112,0.066773
4400000,1215255.368154,444576,35968,0.173188
4500000,1242521.462212,445117,35888,0.090371
4600000,1228653.748060,445678,35860,0.113550
4700000,1289746.879294,445933,35660,0.019475
4800000,1326515.625443,446275,35674,0.072446
4900000,1252979.915997,446651,35554,0.061828
5000000,1281337.151777,447068,35512,0.083257
5100000,1281532.723804,447781,35128,0.076346
5200000,1290557.759018,448272,35082,0.069056
5300000,1219842.042956,448754,34873,0.068050
5400000,1169339.348963,449241,34925,0.062167
5500000,1153140.416157,449715,34951,0.070777
5600000,1159314.476177,449977,34890,0.071862
5700000,1294523.265626,450405,34699,0.068145
5800000,1477211.539328,450768,34599,0.023567
5900000,1376273.184546,451065,34579,0.159278
6000000,1397544.876847,451388,34441,0.161837
6100000,1399921.231667,451859,34314,0.158167
6200000,1430643.960219,452151,34201,0.159047
6300000,1443019.243067,452465,34060,0.115621
6400000,1397540.697735,452879,34064,0.165290
6500000,1358227.950479,453402,33967,0.179704
6600000,1313348.469226,453674,33791,0.137225
6700000,1233267.135801,454195,33667,0.119854
6800000,1244047.008692,454661,33505,0.119141
6900000,1243371.157948,454896,33261,0.119395
7000000,1223574.829099,455189,33133,0.083189
7100000,1320139.321493,455488,33010,0.124361
7200000,1286432.932154,455658,32831,0.131491
7300000,1288661.816917,455943,32857,0.132377
7400000,1322489.590227,456097,32879,0.088702
7500000,1294359.340219,456598,32838,0.066760
7600000,1267339.196589,456770,32842,0.000729
7700000,1266826.780682,456847,32732,0.000717
7800000,1340814.790079,456840,32810,0.027637
7900000,1325871.965272,456922,32826,0.016985
8000000,1318316.967721,457260,32841,0.016323
8100000,1254296.389341,457274,33001,0.027128
8200000,1285961.742094,457498,32969,0.035517
8300000,1263048.866717,457712,32834,0.063957
8400000,1253663.887617,457858,32893,0.038702
8500000,1246172.795711,458107,32864,0.062987
8600000,1245248.607428,458557,32753,0.062148
8700000,1266108.024279,458802,32647,0.084527
