step,rg2,perim,cycles,asph
50000,2114859.083929,119605,7150,0.981068
100000,2154010.086626,119526,7176,0.981020
150000,2156909.536924,119462,7262,0.981070
200000,2165360.801064,119575,7224,0.981206
250000,2165203.409678,119414,7345,0.981039
300000,2167974.095303,119453,7333,0.981129
350000,2172691.320567,119244,7432,0.981294
400000,1003527.126978,119471,7343,0.464112
450000,802824.573688,119495,7273,0.212793
500000,804669.917041,119375,7409,0.214223
550000,809634.917695,119398,7303,0.217597
600000,811202.515536,119226,7363,0.222241
650000,813687.092738,119219,7348,0.222781
700000,816563.294393,119249,7505,0.226192
750000,822210.915761,119391,7436,0.229718
800000,809300.169762,119460,7389,0.215137
850000,807269.272588,119467,7223,0.215640
900000,805706.201816,119650,7176,0.214612
950000,800864.174961,119552,7163,0.212251
1000000,797906.458901,119556,7117,0.208642
1050000,796604.720215,119380,7221,0.208982
1100000,672138.168345,119236,7304,0.235897
1150000,672826.171475,119387,7232,0.234715
1200000,682657.195781,119411,7243,0.242348
1250000,684195.073797,119314,7274,0.244590
1300000,683927.670296,119360,7427,0.245749
1350000,683064.664510,119552,7398,0.244946
1400000,684152.984646,119307,7383,0.236442
1450000,683908.492608,119310,7390,0.237165
1500000,682933.361297,119232,7493,0.235171
1550000,690782.132708,119563,7317,0.241460
1600000,692028.907083,119417,7276,0.240573
1650000,592162.486761,119363,7371,0.122959
1700000,588725.932716,119563,7303,0.126155
1750000,588442.645007,119597,7266,0.128282
1800000,589423.763767,119626,7301,0.128717
1850000,624890.624546,119568,7287,0.278957
1900000,627132.673274,119404,7407,0.280695
1950000,627774.922345,119405,7242,0.279552
2000000,640230.941337,119523,7291,0.282002
2050000,641088.516187,119476,7288,0.284554
2100000,640198.998773,119570,7284,0.280384
2150000,640643.940591,119449,7318,0.282832
2200000,639950.651206,119474,7344,0.285484
2250000,648451.521364,119453,7392,0.264931
2300000,650505.968230,119450,7301,0.259304
2350000,653376.725140,119507,7240,0.260966
2400000,651574.955334,119580,7225,0.257544
2450000,652726.463482,119619,7342,0.258286
2500000,651530.701647,119767,7183,0.254962
2550000,654700.722909,119950,7113,0.238707
2600000,655050.307555,119840,7271,0.238591
2650000,658601.371552,119907,7201,0.237368
2700000,658012.937688,119894,7220,0.235949
2750000,660578.448741,119800,7150,0.238474
2800000,659928.953879,119730,7349,0.240854
2850000,659607.476269,119832,7250,0.240187
2900000,662902.990886,119742,7277,0.245999
2950000,1029318.362745,119526,7292,0.397741
3000000,1034789.116922,119454,7258,0.394314
3050000,1224001.481825,119486,7210,0.605268
3100000,1024624.104231,119363,7423,0.572632
3150000,1023891.828140,119477,7275,0.573018
3200000,1021626.488566,119379,7221,0.574611
3250000,1019869.980328,119648,7088,0.575879
3300000,1021141.279527,119422,7203,0.575047
3350000,979411.153470,119446,7253,0.395920
3400000,970610.875378,119481,7139,0.396931
3450000,964518.427167,119334,7157,0.392497
3500000,959417.005734,119490,7185,0.398811
3550000,961283.836936,119480,7264,0.395842
3600000,928764.869108,119548,7247,0.367926
3650000,930317.145858,119457,7251,0.369939
3700000,928412.002340,119583,7167,0.372259
3750000,921622.265436,119636,7172,0.369511
3800000,925094.940921,119592,7247,0.373477
3850000,923292.286365,119446,7231,0.372683
3900000,925233.180697,119613,7152,0.378459
3950000,928955.076679,119578,7131,0.382232
4000000,930882.563376,119390,7316,0.380725
4050000,930430.899698,119476,7244,0.382779
4100000,930685.544897,119500,7109,0.382306
4150000,930853.531440,119374,7197,0.381478
4200000,934416.324007,119395,7227,0.382623
4250000,933525.083502,119340,7188,0.386208
4300000,935276.731812,119160,7327,0.386182
4350000,936824.603662,119378,7173,0.387217
4400000,511483.806598,119371,7230,0.033788
4450000,512430.889083,119317,7203,0.034061
4500000,515486.808979,119313,7194,0.032154
4550000,519404.730388,119432,7194,0.034199
4600000,520049.577615,119518,7083,0.034159
4650000,520209.547448,119432,7121,0.034615
4700000,521179.522860,119428,7231,0.035046
4750000,520564.988720,119181,7335,0.034236
4800000,793098.464202,118954,7461,0.324577
4850000,794213.260170,118913,7535,0.324976
4900000,795019.419012,119093,7390,0.323978
4950000,798131.332112,119191,7406,0.323844
5000000,798772.055724,119136,7345,0.323391
5050000,744051.506517,119271,7326,0.284547
5100000,743801.312299,119221,7291,0.284088
5150000,743697.004212,119146,7423,0.284089
5200000,742442.266106,119211,7357,0.279051
5250000,741158.965470,119352,7325,0.278016
5300000,739955.119562,119453,7330,0.276973
5350000,747866.034823,119460,7289,0.199568
5400000,745460.620738,119344,7365,0.197357
5450000,746925.242557,119365,7306,0.195358
5500000,745939.641587,119241,7248,0.191661
5550000,745718.465536,119224,7329,0.193152
5600000,746196.474871,119215,7377,0.194488
5650000,745165.138908,118954,7511,0.186844
5700000,747099.727655,119292,7612,0.188222
5750000,748220.397138,119219,7456,0.188257
5800000,749350.900090,119310,7383,0.189251
5850000,749004.597358,119346,7391,0.187871
5900000,590241.015111,119500,7235,0.470635
5950000,589453.957632,119330,7326,0.468863
6000000,837166.053855,119210,7391,0.562358
6050000,836059.411686,119311,7179,0.562028
6100000,836430.316210,119312,7228,0.560769
6150000,836874.769716,119248,7344,0.560136
6200000,833591.859191,119326,7306,0.558990
6250000,841751.984454,119362,7293,0.545444
6300000,844637.520825,119462,7220,0.544155
6350000,846443.916684,119249,7326,0.546385
6400000,847316.825733,119476,7160,0.549433
6450000,848039.202307,119574,7142,0.549398
6500000,848336.245216,119418,7242,0.548549
6550000,741833.352412,119536,7246,0.459653
6600000,741422.365117,119499,7296,0.459171
6650000,741326.373008,119620,7196,0.458264
6700000,740143.960588,119737,7131,0.457401
6750000,737522.102936,119655,7232,0.457905
6800000,736361.632432,119493,7334,0.453752
6850000,735520.392926,119613,7357,0.455040
6900000,500850.360660,119843,7174,0.339952
6950000,501023.339231,119628,7197,0.338490
7000000,504822.902630,119687,7218,0.341090
7050000,480083.249068,119956,7124,0.338349
7100000,479700.833827,119877,7153,0.336657
7150000,478921.522564,119778,7256,0.340759
7200000,478582.399247,119670,7358,0.339639
7250000,475647.929045,119543,7353,0.332979
7300000,499461.234352,119693,7251,0.357820
7350000,499329.296790,119590,7272,0.356984
7400000,498136.440206,119499,7374,0.360531
7450000,517398.800797,119635,7270,0.388920
7500000,517017.476119,119836,7182,0.387359
7550000,516375.872684,120050,7181,0.389528
7600000,514267.907466,120143,7073,0.384915
7650000,517189.478553,119914,7213,0.346429
7700000,517736.986524,119732,7196,0.348106
7750000,517988.175129,119656,7158,0.349228
7800000,517520.162606,119829,7187,0.348343
7850000,518945.488317,119612,7211,0.348255
7900000,519917.024955,119656,7350,0.347018
7950000,519961.672999,119483,7313,0.346047
8000000,520477.425504,119704,7232,0.346587
8050000,520079.781200,119510,7276,0.348033
8100000,520034.822691,119653,7249,0.346903
8150000,519466.225796,119470,7358,0.346105
8200000,519435.693951,119535,7263,0.347415
8250000,522120.061256,119533,7254,0.362113
8300000,522321.791372,119440,7300,0.361478
8350000,522576.751688,119631,7275,0.363907
8400000,521209.508598,119842,7096,0.362477
8450000,483829.999099,119811,7059,0.341756
8500000,484850.590587,119805,7182,0.342029
8550000,450022.355523,119789,7139,0.313794
8600000,449740.474617,119621,7233,0.313764
8650000,450039.594771,119693,7193,0.313806
8700000,446453.832053,119528,7319,0.317005
8750000,446919.962781,119507,7381,0.316724
8800000,447740.542063,119565,7344,0.317745
